"taxon","dlc_id","hybrid","sex","name","current_resident","stud_book","dob","birth_month","estimated_dob","birth_type","birth_institution","litter_size","expected_gestation","estimated_concep","concep_month","dam_id","dam_name","dam_taxon","dam_dob","dam_age_at_concep_y","sire_id","sire_name","sire_taxon","sire_dob","sire_age_at_concep_y","dod","age_at_death_y","age_of_living_y","age_last_verified_y","age_max_live_or_dead_y","n_known_offspring","dob_estimated","weight_g","weight_date","month_of_weight","age_at_wt_d","age_at_wt_wk","age_at_wt_mo","age_at_wt_mo_no_dec","age_at_wt_y","change_since_prev_wt_g","days_since_prev_wt","avg_daily_wt_change_g","days_before_death","r_min_dam_age_at_concep_y","age_category","preg_status","expected_gestation_d","concep_date_if_preg","infant_dob_if_preg","days_before_inf_birth_if_preg","pct_preg_remain_if_preg","infant_lit_sz_if_preg","weight_g_last","age_at_wt_mo_last"
"VRUB","6169","N","M","CRATER","N","238",1987-04-20,4,NA,"CB","Duke Lemur Center",3,103,1987-01-07,1,"5630","HIMALIA","VRUB",1981-05-19,5.64,"5790","JOVE","VRUB",1983-04-27,3.7,2018-04-04,30.98,NA,NA,30.98,NA,NA,1525,1987-08-13,8,115,16.43,3.78,3,0.32,NA,NA,NA,11192,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3250,72.07
"VRUB","6170","N","M","SCULPTOR","N","239",1987-04-20,4,NA,"CB","Duke Lemur Center",3,103,1987-01-07,1,"5630","HIMALIA","VRUB",1981-05-19,5.64,"5790","JOVE","VRUB",1983-04-27,3.7,2017-04-15,30.01,NA,NA,30.01,NA,NA,1548,1987-08-13,8,115,16.43,3.78,3,0.32,NA,NA,NA,10838,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3390,72.07
"VRUB","6171","N","F","MIMOSA II","N","240",1987-04-20,4,NA,"CB","Duke Lemur Center",3,103,1987-01-07,1,"5630","HIMALIA","VRUB",1981-05-19,5.64,"5790","JOVE","VRUB",1983-04-27,3.7,2012-05-18,25.1,NA,NA,25.1,NA,NA,1661,1987-08-13,8,115,16.43,3.78,3,0.32,NA,NA,NA,9045,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2533,13.38
"EMON","6172","N","M","JAIME","N","83",1987-04-25,4,NA,"CB","Duke Lemur Center",2,127,1986-12-19,12,"5952","CONCEPCION","EMON",1984-10-15,2.18,"4504","PIERROT","EMON",1976-05-15,10.6,2002-02-11,14.81,NA,NA,14.81,2,NA,310,1987-07-05,7,71,10.14,2.33,2,0.19,NA,NA,NA,5335,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1634,66.12
"VRUB","6173","N","F","BERENICES","N","252",1987-04-27,4,NA,"CB","Duke Lemur Center",2,103,1987-01-14,1,"5900","CARME","VRUB",1984-04-29,2.71,"5768","CASTOR","VRUB",1983-04-16,3.75,2006-03-01,18.86,NA,NA,18.86,NA,NA,4031,1988-11-03,11,556,79.43,18.28,18,1.52,NA,NA,NA,6327,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3518,30.38
"VRUB","6174","N","F","MUSCA","N","253",1987-04-27,4,NA,"CB","Duke Lemur Center",2,103,1987-01-14,1,"5900","CARME","VRUB",1984-04-29,2.71,"5768","CASTOR","VRUB",1983-04-16,3.75,2009-07-16,22.24,NA,NA,22.24,NA,NA,3596,1988-11-03,11,556,79.43,18.28,18,1.52,NA,NA,NA,7560,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3950,30.48
"EFLA","6187","N","M","GARFIELD","N","17",1987-05-12,5,NA,"CB","Duke Lemur Center",1,124,1987-01-08,1,"6042","BACALL","EFLA",1983-10-01,3.27,"6039","BOGART","EFLA",1983-10-01,3.27,2007-03-26,19.88,NA,NA,19.88,6,NA,68,1987-05-15,5,3,0.43,0.1,0,0.01,NA,NA,NA,7255,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,2220,237.57
"EMON","6188","N","M","CONCEPCION-A","N","84",1987-04-25,4,NA,"CB","Duke Lemur Center",2,127,1986-12-19,12,"5952","CONCEPCION","EMON",1984-10-15,2.18,"4504","PIERROT","EMON",1976-05-15,10.6,1987-04-30,0.01,NA,NA,0.01,NA,NA,62,1987-04-29,4,4,0.57,0.13,0,0.01,NA,NA,NA,1,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,62,0.13
"EMON","6218","N","F","ANA","N","88",1988-04-02,4,NA,"CB","Duke Lemur Center",1,127,1987-11-27,11,"5724","ELENA","EMON",1982-10-01,5.16,"5722","Sancho","EMON",1982-10-01,5.16,2001-01-10,12.78,NA,NA,12.78,5,NA,61.5,1988-04-04,4,2,0.29,0.07,0,0.01,NA,NA,NA,4664,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1700,60
"EMON","6220","N","F","ROSA","N","89",1988-04-06,4,NA,"CB","Duke Lemur Center",1,127,1987-12-01,12,"5721","EVITA","EMON",1981-10-01,6.17,"5720","JUAN","EMON",1978-10-01,9.17,1988-06-29,0.23,NA,NA,0.23,NA,NA,75,1988-04-11,4,5,0.71,0.16,0,0.01,NA,NA,NA,79,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,409,2.76
"EMON","6224","N","F","ARALES","N","90",1988-04-13,4,NA,"CB","Duke Lemur Center",1,127,1987-12-08,12,"5879","CHIQUITA","EMON",1984-04-12,3.66,"5955","FIDEL","EMON",1985-01-13,2.9,NA,NA,NA,22.42,22.42,NA,NA,1643,1990-01-31,1,658,94,21.63,21,1.8,NA,NA,NA,NA,1.76,"young_adult","NP",NA,NA,NA,NA,NA,NA,1598,34.92
"EMON","6227","N","M","TOMAS","N","92",1988-04-15,4,NA,"CB","Duke Lemur Center",1,127,1987-12-10,12,"5715","ISABELLA","EMON",1978-10-01,9.2,"5714","FERDINAND","EMON",1978-10-01,9.2,NA,NA,NA,30.67,30.67,NA,NA,315,1988-06-20,6,66,9.43,2.17,2,0.18,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1978,35.15
"EFLA","6233","N","F","GARLAND","N","21",1988-04-22,4,NA,"CB","Duke Lemur Center",1,124,1987-12-20,12,"6041","HEPBURN","EFLA",1983-10-01,4.22,"6040","TRACY","EFLA",1983-10-01,4.22,2002-04-24,14.01,NA,NA,14.01,6,NA,2110.5,1989-07-17,7,451,64.43,14.83,14,1.24,NA,NA,NA,4664,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,2260,167.44
"VRUB","6240","N","M","Borealis","Y","287",1988-04-30,4,NA,"CB","Duke Lemur Center",3,103,1988-01-18,1,"5587","CYNTHIA","VRUB",1981-03-30,6.81,"5768","CASTOR","VRUB",1983-04-16,4.76,NA,NA,30.79,NA,30.79,2,NA,580,1988-06-13,6,44,6.29,1.45,1,0.12,NA,NA,NA,NA,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3320,369.04
"VRUB","6241","N","M","TROMDENUS","N","288",1988-04-30,4,NA,"CB","Duke Lemur Center",3,103,1988-01-18,1,"5587","CYNTHIA","VRUB",1981-03-30,6.81,"5768","CASTOR","VRUB",1983-04-16,4.76,2008-03-18,19.9,NA,NA,19.9,9,NA,596,1988-06-17,6,48,6.86,1.58,1,0.13,NA,NA,NA,7214,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3030,136.77
"VRUB","6242","N","F","CORONA","N","289",1988-04-30,4,NA,"CB","Duke Lemur Center",3,103,1988-01-18,1,"5587","CYNTHIA","VRUB",1981-03-30,6.81,"5768","CASTOR","VRUB",1983-04-16,4.76,2004-02-15,15.81,NA,NA,15.81,NA,NA,645,1988-06-17,6,48,6.86,1.58,1,0.13,NA,NA,NA,5721,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3690,64.37
"VRUB","6245","N","M","JOVEN","N","294",1988-05-03,5,NA,"CB","Duke Lemur Center",2,103,1988-01-21,1,"5630","HIMALIA","VRUB",1981-05-19,6.68,"5790","JOVE","VRUB",1983-04-27,4.74,2013-08-02,25.27,NA,NA,25.27,NA,NA,2939,1989-10-10,10,525,75,17.26,17,1.44,NA,NA,NA,8697,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3080,84
"EMON","6263","N","F","Moheli","N","85",1987-05-13,5,NA,"CB","Philadelphia Zoo",NA,127,1987-01-06,1,"oi_100074",NA,NA,NA,NA,"oi_101359",NA,NA,NA,NA,2014-10-04,27.41,NA,NA,27.41,9,NA,1525,1989-03-20,3,677,96.71,22.26,22,1.85,NA,NA,NA,9329,1.76,"young_adult","NP",NA,NA,NA,NA,NA,NA,1580,328.5
"EFLA","6288","N","M","ROONEY","N","24",1989-03-19,3,NA,"CB","Duke Lemur Center",1,124,1988-11-15,11,"6042","BACALL","EFLA",1983-10-01,5.13,"6039","BOGART","EFLA",1983-10-01,5.13,2008-01-17,18.84,NA,NA,18.84,4,NA,2143,1990-07-26,7,494,70.57,16.24,16,1.35,NA,NA,NA,6384,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,2260,224.75
"EMON","6292","N","M","TRINI","N","100",1989-04-02,4,NA,"CB","Duke Lemur Center",1,127,1988-11-26,11,"5724","ELENA","EMON",1982-10-01,6.16,"5722","Sancho","EMON",1982-10-01,6.16,NA,NA,NA,14.01,14.01,NA,NA,1558,1990-08-13,8,498,71.14,16.37,16,1.36,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1280,23.11
"VRUB","6303","N","F","CERES","N","339",1989-04-18,4,NA,"CB","Duke Lemur Center",3,103,1989-01-05,1,"5587","CYNTHIA","VRUB",1981-03-30,7.78,"5629","PHOENIX","VRUB",1981-05-19,7.64,2012-01-31,22.8,NA,NA,22.8,NA,NA,2820,1990-11-14,11,575,82.14,18.9,18,1.58,NA,NA,NA,7748,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3142,28.96
"VRUB","6304","N","F","INDUS","N","340",1989-04-18,4,NA,"CB","Duke Lemur Center",3,103,1989-01-05,1,"5587","CYNTHIA","VRUB",1981-03-30,7.78,"5629","PHOENIX","VRUB",1981-05-19,7.64,1998-09-30,9.46,NA,NA,9.46,NA,NA,3032,1990-11-14,11,575,82.14,18.9,18,1.58,NA,NA,NA,2877,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3105,28.96
"VRUB","6309","N","M","SEXTANS","N","341",1989-04-22,4,NA,"CB","Duke Lemur Center",3,103,1989-01-09,1,"5900","CARME","VRUB",1984-04-29,4.7,"5698","HERMES","VRUB",1982-05-08,6.68,2006-09-18,17.42,NA,NA,17.42,NA,NA,2311,1989-10-11,10,172,24.57,5.65,5,0.47,NA,NA,NA,6186,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3405,35.77
"VRUB","6310","N","M","Alphard","N","342",1989-04-22,4,NA,"CB","Duke Lemur Center",3,103,1989-01-09,1,"5900","CARME","VRUB",1984-04-29,4.7,"5698","HERMES","VRUB",1982-05-08,6.68,2013-03-13,23.91,NA,NA,23.91,5,NA,2338,1989-10-11,10,172,24.57,5.65,5,0.47,NA,NA,NA,8554,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3270,286.88
"VRUB","6311","N","F","Antlia","N","343",1989-04-22,4,NA,"CB","Duke Lemur Center",3,103,1989-01-09,1,"5900","CARME","VRUB",1984-04-29,4.7,"5698","HERMES","VRUB",1982-05-08,6.68,2018-08-06,29.31,NA,NA,29.31,NA,NA,2320,1989-10-11,10,172,24.57,5.65,5,0.47,NA,NA,NA,10526,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3160,351.62
"VRUB","6313","N","F","PEACOCK","N","351",1989-04-29,4,NA,"CB","Duke Lemur Center",1,103,1989-01-16,1,"6205","Galaxy","VRUB",1984-10-01,4.3,"6206","Comet","VRUB",1984-10-01,4.3,2013-06-06,24.12,NA,NA,24.12,1,NA,2733,1989-11-07,11,192,27.43,6.31,6,0.53,NA,NA,NA,8612,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3810,47.21
"EMON","6321","N","M","MARIO","N","103",1989-06-01,6,NA,"CB","Duke Lemur Center",1,127,1989-01-25,1,"5717","ESPERANZA","EMON",1977-10-01,11.33,"5716","PABLO","EMON",1977-10-01,11.33,1999-10-26,10.41,NA,NA,10.41,1,NA,1407,1991-03-11,3,648,92.57,21.3,21,1.78,NA,NA,NA,3151,1.76,"young_adult","NP",NA,NA,NA,NA,NA,NA,1562,29.88
"EFLA","6323","N","M","RATHBONE","N","25",1989-06-11,6,NA,"CB","Duke Lemur Center",1,124,1989-02-07,2,"6041","HEPBURN","EFLA",1983-10-01,5.36,"6040","TRACY","EFLA",1983-10-01,5.36,1999-06-10,10,NA,NA,10,NA,NA,166,1989-06-26,6,15,2.14,0.49,0,0.04,NA,NA,NA,3636,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,1740,120
"EMON","6324","N","M","JACINTA-A","N","104",1989-06-15,6,NA,"CB","Duke Lemur Center",1,127,1989-02-08,2,"6166","JACINTA","EMON",1987-04-19,1.81,"6033","SIXTO","EMON",1985-11-05,3.26,1989-06-16,0,NA,NA,0,NA,NA,40.3,1989-06-15,6,0,0,0,0,0,NA,NA,NA,1,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,40.3,0
"EFLA","6340","N","M","STEWART","N","27",1990-03-09,3,NA,"CB","Duke Lemur Center",1,124,1989-11-05,11,"6042","BACALL","EFLA",1983-10-01,6.1,"6039","BOGART","EFLA",1983-10-01,6.1,NA,NA,28.93,NA,28.93,6,NA,307.5,1990-04-12,4,34,4.86,1.12,1,0.09,NA,NA,NA,NA,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,2140,122.86
"EMON","6344","N","M","Julio","Y","105",1990-03-19,3,NA,"CB","Duke Lemur Center",1,127,1989-11-12,11,"6077","PIEDAD","EMON",1986-04-04,3.61,"5723","PEPE","EMON",1982-10-01,7.12,NA,NA,28.91,NA,28.91,3,NA,1149,1991-03-22,3,368,52.57,12.1,12,1.01,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1630,346.72
"EFLA","6360","N","M","BRANDO","N","29",1990-03-30,3,NA,"CB","Duke Lemur Center",1,124,1989-11-26,11,"6041","HEPBURN","EFLA",1983-10-01,6.16,"6040","TRACY","EFLA",1983-10-01,6.16,1996-04-21,6.07,NA,NA,6.07,NA,NA,162.5,1990-04-10,4,11,1.57,0.36,0,0.03,NA,NA,NA,2203,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,2100,66.25
"EFLA","6363","N","F","GARLAND-A","N","30",1990-04-04,4,NA,"CB","Duke Lemur Center",1,124,1989-12-01,12,"6233","GARLAND","EFLA",1988-04-22,1.61,"6187","GARFIELD","EFLA",1987-05-12,2.56,1990-04-04,0,NA,NA,0,NA,NA,99,1990-04-04,4,0,0,0,0,0,NA,NA,NA,0,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,99,0
"VRUB","6370","N","M","CYNTHIA-B","N","366",1990-04-20,4,NA,"CB","Duke Lemur Center",3,103,1990-01-07,1,"5587","CYNTHIA","VRUB",1981-03-30,8.78,"5629","PHOENIX","VRUB",1981-05-19,8.64,1990-04-20,0,NA,NA,0,NA,NA,110,1990-04-20,4,0,0,0,0,0,NA,NA,NA,0,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,110,0
"VRUB","6371","N","F","CYNTHIA-C","N","367",1990-04-20,4,NA,"CB","Duke Lemur Center",3,103,1990-01-07,1,"5587","CYNTHIA","VRUB",1981-03-30,8.78,"5629","PHOENIX","VRUB",1981-05-19,8.64,1990-04-20,0,NA,NA,0,NA,NA,80,1990-04-20,4,0,0,0,0,0,NA,NA,NA,0,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,80,0
"VRUB","6372","N","M","RASALHAGUE","N","368",1990-04-20,4,NA,"CB","Duke Lemur Center",3,103,1990-01-07,1,"5587","CYNTHIA","VRUB",1981-03-30,8.78,"5629","PHOENIX","VRUB",1981-05-19,8.64,2018-10-22,28.53,NA,NA,28.53,NA,NA,2479,1991-07-15,7,451,64.43,14.83,14,1.24,NA,NA,NA,9961,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3260,91.46
"VRUB","6376","N","F","EUNOMIA","N","372",1990-04-28,4,NA,"CB","Duke Lemur Center",3,103,1990-01-15,1,"5630","HIMALIA","VRUB",1981-05-19,8.67,"5827","NOVA","VRUB",1980-05-11,9.69,1999-09-10,9.38,NA,NA,9.38,NA,NA,215,1990-05-15,5,17,2.43,0.56,0,0.05,NA,NA,NA,3405,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3050,79.3
"VRUB","6377","N","F","NUNKI","N","373",1990-04-28,4,NA,"CB","Duke Lemur Center",3,103,1990-01-15,1,"5630","HIMALIA","VRUB",1981-05-19,8.67,"5827","NOVA","VRUB",1980-05-11,9.69,2011-12-23,21.67,NA,NA,21.67,NA,NA,245,1990-05-15,5,17,2.43,0.56,0,0.05,NA,NA,NA,7892,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3730,260.02
"VRUB","6378","N","F","DIPHDA","N","374",1990-04-28,4,NA,"CB","Duke Lemur Center",3,103,1990-01-15,1,"5630","HIMALIA","VRUB",1981-05-19,8.67,"5827","NOVA","VRUB",1980-05-11,9.69,2010-02-15,19.82,NA,NA,19.82,NA,NA,211,1990-05-15,5,17,2.43,0.56,0,0.05,NA,NA,NA,7216,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3040,237.8
"VRUB","6379","N","M","HERCULES","N","378",1990-04-29,4,NA,"CB","Duke Lemur Center",3,103,1990-01-16,1,"5900","CARME","VRUB",1984-04-29,5.72,"5698","HERMES","VRUB",1982-05-08,7.7,2004-08-03,14.27,NA,NA,14.27,NA,NA,91,1990-04-29,4,0,0,0,0,0,NA,NA,NA,5210,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2896,23.54
"VRUB","6380","N","F","ENIF","N","379",1990-04-29,4,NA,"CB","Duke Lemur Center",3,103,1990-01-16,1,"5900","CARME","VRUB",1984-04-29,5.72,"5698","HERMES","VRUB",1982-05-08,7.7,2008-08-19,18.32,NA,NA,18.32,NA,NA,100.8,1990-05-01,5,2,0.29,0.07,0,0.01,NA,NA,NA,6685,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3200,40.41
"VRUB","6381","N","F","SABIK","N","380",1990-04-29,4,NA,"CB","Duke Lemur Center",3,103,1990-01-16,1,"5900","CARME","VRUB",1984-04-29,5.72,"5698","HERMES","VRUB",1982-05-08,7.7,2006-11-20,16.57,NA,NA,16.57,NA,NA,2003,1990-10-10,10,164,23.43,5.39,5,0.45,NA,NA,NA,5885,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,2950,40.41
"EMON","6382","N","M","RAUL","N","106",1990-05-03,5,NA,"CB","Duke Lemur Center",1,127,1989-12-27,12,"5724","ELENA","EMON",1982-10-01,7.24,"5722","Sancho","EMON",1982-10-01,7.24,2018-03-06,27.86,NA,NA,27.86,NA,NA,613,1990-08-13,8,102,14.57,3.35,3,0.28,NA,NA,NA,10067,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1494,21.37
"EMON","6383","N","F","CARMEN-B","N","107",1990-05-07,5,NA,"CB","Duke Lemur Center",1,127,1989-12-31,12,"5719","CARMEN","EMON",1978-10-01,11.26,"5718","MANUEL","EMON",1977-10-01,12.26,1990-05-07,0,NA,NA,0,NA,NA,52,1990-05-07,5,0,0,0,0,0,NA,NA,NA,0,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,52,0
"EMON","6390","N","M","Pedro","Y","110",1990-06-17,6,NA,"CB","Duke Lemur Center",1,127,1990-02-10,2,"6263","Moheli","EMON",1987-05-13,2.75,"6131","JAVIER","EMON",1986-11-06,3.27,NA,NA,28.66,NA,28.66,1,NA,1580,1991-10-07,10,477,68.14,15.68,15,1.31,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1600,343.43
"EFLA","6394","N","F","MONROE","N","19",1988-11-01,11,"U","WB","Madagascar /",NA,124,1988-06-30,6,"WILD",NA,NA,NA,NA,"WILD",NA,NA,NA,NA,2006-05-23,17.57,NA,NA,17.57,3,"U",1621,1990-07-25,7,631,90.14,20.75,20,1.73,NA,NA,NA,5781,1.58,"young_adult","NP",NA,NA,NA,NA,NA,NA,1980,210.81
"EFLA","6395","N","F","LAMOUR","N","23",1989-11-01,11,"U","WB","Madagascar /",NA,124,1989-06-30,6,"WILD",NA,NA,NA,NA,"WILD",NA,NA,NA,NA,2011-08-03,21.77,NA,NA,21.77,8,"U",2588,1991-08-22,8,659,94.14,21.67,21,1.81,590,136,4.34,7286,1.58,"young_adult","NP",NA,NA,NA,NA,NA,NA,2110,261.14
"EFLA","6407","N","M","Olivier","N","34",1991-03-28,3,NA,"CB","Duke Lemur Center",1,124,1990-11-24,11,"6042","BACALL","EFLA",1983-10-01,7.15,"6039","BOGART","EFLA",1983-10-01,7.15,2018-08-15,27.4,NA,NA,27.4,8,NA,1103.5,1991-08-29,8,154,22,5.06,5,0.42,NA,NA,NA,9848,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,2140,328.34
"EMON","6408","N","F","CHIQUITA-C","N","111",1991-03-29,3,NA,"CB","Duke Lemur Center",1,127,1990-11-22,11,"5879","CHIQUITA","EMON",1984-04-12,6.62,"5955","FIDEL","EMON",1985-01-13,5.86,1991-03-30,0,NA,NA,0,NA,NA,55,1991-03-30,3,1,0.14,0.03,0,0,NA,NA,NA,0,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,55,0.03
"EFLA","6409","N","M","CAGNEY","N","35",1991-03-30,3,NA,"CB","Duke Lemur Center",1,124,1990-11-26,11,"6233","GARLAND","EFLA",1988-04-22,2.6,"6187","GARFIELD","EFLA",1987-05-12,3.55,2012-03-06,20.95,NA,NA,20.95,2,NA,703,1991-06-27,6,89,12.71,2.93,2,0.24,NA,NA,NA,7558,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,2340,77.92
"EMON","6417","N","M","JOSE","N","112",1991-04-09,4,NA,"CB","Duke Lemur Center",1,127,1990-12-03,12,"5724","ELENA","EMON",1982-10-01,8.18,"5722","Sancho","EMON",1982-10-01,8.18,NA,NA,NA,27.59,27.59,NA,NA,868,1991-10-08,10,182,26,5.98,5,0.5,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1171,10.16
"EMON","6418","N","M","CARLOS","N","113",1991-04-10,4,NA,"CB","Duke Lemur Center",1,127,1990-12-04,12,"6263","Moheli","EMON",1987-05-13,3.56,"6131","JAVIER","EMON",1986-11-06,4.08,NA,NA,NA,27.44,27.44,2,NA,1026,1991-10-07,10,180,25.71,5.92,5,0.49,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1010,14.96
"VRUB","6422","N","M","DORADO","N","406",1991-04-14,4,NA,"CB","Duke Lemur Center",3,103,1991-01-01,1,"5630","HIMALIA","VRUB",1981-05-19,9.63,"MULT2",NA,NA,NA,NA,NA,NA,NA,14.36,14.36,NA,NA,1194,1991-07-09,7,86,12.29,2.83,2,0.24,NA,NA,NA,NA,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3480,67.76
"VRUB","6423","N","F","DENEBOLA","N","407",1991-04-14,4,NA,"CB","Duke Lemur Center",3,103,1991-01-01,1,"5630","HIMALIA","VRUB",1981-05-19,9.63,"MULT2",NA,NA,NA,NA,2009-03-04,17.9,NA,NA,17.9,NA,NA,2683,1991-11-07,11,207,29.57,6.81,6,0.57,NA,NA,NA,6327,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3890,46.36
"VRUB","6424","N","F","DEMBOWSKA","N","408",1991-04-14,4,NA,"CB","Duke Lemur Center",3,103,1991-01-01,1,"5630","HIMALIA","VRUB",1981-05-19,9.63,"MULT2",NA,NA,NA,NA,2008-04-19,17.03,NA,NA,17.03,NA,NA,2606,1991-11-07,11,207,29.57,6.81,6,0.57,NA,NA,NA,6008,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3330,204.23
"EMON","6425","N","M","ALEJANDRO","N","114",1991-04-15,4,NA,"CB","Duke Lemur Center",1,127,1990-12-09,12,"5719","CARMEN","EMON",1978-10-01,12.2,"5718","MANUEL","EMON",1977-10-01,13.2,2011-05-20,20.11,NA,NA,20.11,3,NA,463,1991-07-29,7,105,15,3.45,3,0.29,NA,NA,NA,7235,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1280,17.49
"EMON","6426","N","M","BETI-A","N","115",1991-04-15,4,NA,"CB","Duke Lemur Center",1,127,1990-12-09,12,"6246","BETI","EMON",1988-05-06,2.59,"6172","JAIME","EMON",1987-04-25,3.63,1991-04-15,0,NA,NA,0,NA,NA,59,1991-04-15,4,0,0,0,0,0,NA,NA,NA,0,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,59,0
"VRUB","6428","N","M","WOLF 359","N","411",1991-04-26,4,NA,"CB","Duke Lemur Center",2,103,1991-01-13,1,"5587","CYNTHIA","VRUB",1981-03-30,9.8,"5629","PHOENIX","VRUB",1981-05-19,9.66,2013-09-06,22.38,NA,NA,22.38,NA,NA,106,1991-04-27,4,1,0.14,0.03,0,0,NA,NA,NA,8168,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3500,78.84
"VRUB","6429","N","M","CYNTHIA-D","N","412",1991-04-26,4,NA,"CB","Duke Lemur Center",2,103,1991-01-13,1,"5587","CYNTHIA","VRUB",1981-03-30,9.8,"5629","PHOENIX","VRUB",1981-05-19,9.66,1991-04-26,0,NA,NA,0,NA,NA,130,1991-04-26,4,0,0,0,0,0,NA,NA,NA,0,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,130,0
"EMON","6432","N","M","CHE","N","117",1991-05-04,5,NA,"CB","Duke Lemur Center",1,127,1990-12-28,12,"6077","PIEDAD","EMON",1986-04-04,4.74,"5723","PEPE","EMON",1982-10-01,8.25,NA,NA,NA,14.07,14.07,4,NA,781,1991-09-18,9,137,19.57,4.5,4,0.38,NA,NA,NA,NA,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1780,27.52
"EMON","6434","N","M","MIGUEL","N","118",1991-05-10,5,NA,"CB","Duke Lemur Center",1,127,1991-01-03,1,"6218","ANA","EMON",1988-04-02,2.76,"6076","RAFAEL","EMON",1986-04-04,4.75,2012-11-02,21.5,NA,NA,21.5,NA,NA,970,1992-05-06,5,362,51.71,11.9,11,0.99,NA,NA,NA,7485,1.76,"IJ","NP",NA,NA,NA,NA,NA,NA,1320,205.02
"VRUB","6437","N","F","ALUDRA","N","433",1991-05-20,5,NA,"CB","Duke Lemur Center",1,103,1991-02-06,2,"6205","Galaxy","VRUB",1984-10-01,6.35,"6206","Comet","VRUB",1984-10-01,6.35,NA,NA,NA,27.15,27.15,1,NA,2792,1992-01-07,1,232,33.14,7.63,7,0.64,NA,NA,NA,NA,1.65,"IJ","NP",NA,NA,NA,NA,NA,NA,3380,59.87
"EFLA","6439","N","F","DIETRICH","N","36",1991-05-21,5,NA,"CB","Duke Lemur Center",1,124,1991-01-17,1,"6393","GARBO","EFLA",1987-11-01,3.21,"6248","BARRYMORE","EFLA",1988-05-09,2.69,2009-07-10,18.15,NA,NA,18.15,NA,NA,421,1991-07-10,7,50,7.14,1.64,1,0.14,NA,NA,NA,6575,1.58,"IJ","NP",NA,NA,NA,NA,NA,NA,2460,142.03
