# Title: August 2025 Contiguous U.S. County Precipitation
# Units: Inches
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MT-055,McCone County,Montana,1.04,66,-0.28,1.32
MT-057,Madison County,Montana,1.73,91,0.33,1.4
MT-059,Meagher County,Montana,1.23,59,-0.33,1.56
MT-061,Mineral County,Montana,2.14,112,0.92,1.22
MT-063,Missoula County,Montana,1.23,77,-0.01,1.24
MT-065,Musselshell County,Montana,1.46,95,0.31,1.15
MT-067,Park County,Montana,1.4,59,-0.24,1.64
MT-069,Petroleum County,Montana,2.12,118,0.95,1.17
MT-071,Phillips County,Montana,1.71,100,0.49,1.22
MT-073,Pondera County,Montana,1.05,57,-0.43,1.48
MT-075,Powder River County,Montana,1.44,100,0.36,1.08
MT-077,Powell County,Montana,1.64,86,0.3,1.34
MT-079,Prairie County,Montana,0.99,63,-0.27,1.26
MT-081,Ravalli County,Montana,1.86,105,0.68,1.18
MT-083,Richland County,Montana,1.26,63,-0.24,1.5
MT-085,Roosevelt County,Montana,0.93,46,-0.57,1.5
MT-087,Rosebud County,Montana,1.11,81,0.05,1.06
MT-089,Sanders County,Montana,1.3,84,0.13,1.17
MT-091,Sheridan County,Montana,0.97,43,-0.68,1.65
MT-093,Silver Bow County,Montana,1.36,78,0.08,1.28
MT-095,Stillwater County,Montana,0.73,34,-0.53,1.26
MT-097,Sweet Grass County,Montana,0.92,42,-0.51,1.43
MT-099,Teton County,Montana,1.12,62,-0.29,1.41
MT-101,Toole County,Montana,1.13,67,-0.21,1.34
MT-103,Treasure County,Montana,1.08,80,0.09,0.99
MT-105,Valley County,Montana,1.12,71,-0.21,1.33
MT-107,Wheatland County,Montana,1.27,71,-0.12,1.39
MT-109,Wibaux County,Montana,1.3,61,-0.17,1.47
MT-111,Yellowstone County,Montana,0.91,74,-0.09,1
NE-001,Adams County,Nebraska,2.92,67,-0.08,3
NE-003,Antelope County,Nebraska,2.95,67,0.08,2.87
NE-005,Arthur County,Nebraska,2.16,73,-0.12,2.28
NE-007,Banner County,Nebraska,2.51,107,0.87,1.64
NE-009,Blaine County,Nebraska,2.66,61,-0.24,2.9
NE-011,Boone County,Nebraska,3.26,74,0.12,3.14
NE-013,Box Butte County,Nebraska,1.22,46,-0.48,1.7
NE-015,Boyd County,Nebraska,3.14,88,0.52,2.62
NE-017,Brown County,Nebraska,3.08,86,0.41,2.67
NE-019,Buffalo County,Nebraska,2.61,56,-0.22,2.83
NE-021,Burt County,Nebraska,4.18,87,0.71,3.47
NE-023,Butler County,Nebraska,4.5,98,1.12,3.38
NE-025,Cass County,Nebraska,3.44,61,-0.38,3.82
NE-027,Cedar County,Nebraska,3.1,67,-0.15,3.25
NE-029,Chase County,Nebraska,4.29,125,1.96,2.33
NE-031,Cherry County,Nebraska,1.71,41,-0.59,2.3
NE-033,Cheyenne County,Nebraska,2.92,110,0.95,1.97
NE-035,Clay County,Nebraska,3.01,72,-0.11,3.12
NE-037,Colfax County,Nebraska,3.82,87,0.41,3.41
NE-039,Cuming County,Nebraska,2.8,53,-0.58,3.38
NE-041,Custer County,Nebraska,2.58,63,-0.2,2.78
NE-043,Dakota County,Nebraska,3.22,73,0.08,3.14
NE-045,Dawes County,Nebraska,1.05,41,-0.53,1.58
NE-047,Dawson County,Nebraska,2.52,59,-0.18,2.7
NE-049,Deuel County,Nebraska,3.26,111,1.07,2.19
NE-051,Dixon County,Nebraska,3.2,72,-0.03,3.23
NE-053,Dodge County,Nebraska,4.11,82,0.49,3.62
NE-055,Douglas County,Nebraska,4.33,89,0.6,3.73
NE-057,Dundy County,Nebraska,4.16,123,1.77,2.39
NE-059,Fillmore County,Nebraska,3.61,79,0.21,3.4
NE-061,Franklin County,Nebraska,3.05,74,0.07,2.98
NE-063,Frontier County,Nebraska,4.18,115,1.52,2.66
NE-065,Furnas County,Nebraska,4.39,114,1.58,2.81
NE-067,Gage County,Nebraska,2.9,54,-0.85,3.75
NE-069,Garden County,Nebraska,1.99,71,-0.04,2.03
NE-071,Garfield County,Nebraska,4.75,115,2.06,2.69
NE-073,Gosper County,Nebraska,3.55,93,0.73,2.82
NE-075,Grant County,Nebraska,1.82,55,-0.44,2.26
NE-077,Greeley County,Nebraska,3.74,95,0.81,2.93
NE-079,Hall County,Nebraska,2.09,40,-0.82,2.91
NE-081,Hamilton County,Nebraska,2.31,47,-0.77,3.08
NE-083,Harlan County,Nebraska,3.97,95,0.97,3
NE-085,Hayes County,Nebraska,4.56,125,2.12,2.44
NE-087,Hitchcock County,Nebraska,4.69,126,2.26,2.43
NE-089,Holt County,Nebraska,3.56,105,0.89,2.67
NE-091,Hooker County,Nebraska,2.15,63,-0.32,2.47
NE-093,Howard County,Nebraska,2.59,62,-0.31,2.9
NE-095,Jefferson County,Nebraska,2.57,45,-1.02,3.59
NE-097,Johnson County,Nebraska,2.57,44,-1.19,3.76
NE-099,Kearney County,Nebraska,2.86,68,-0.04,2.9
NE-101,Keith County,Nebraska,2.8,99,0.51,2.29
NE-103,Keya Paha County,Nebraska,2.9,93,0.49,2.41
NE-105,Kimball County,Nebraska,2.61,105,0.76,1.85
NE-107,Knox County,Nebraska,3.38,84,0.33,3.05
NE-109,Lancaster County,Nebraska,4.54,94,0.94,3.6
NE-111,Lincoln County,Nebraska,3.01,92,0.54,2.47
NE-113,Logan County,Nebraska,2.02,50,-0.54,2.56
NE-115,Loup County,Nebraska,3.83,103,1.05,2.78
NE-117,McPherson County,Nebraska,2.33,74,-0.12,2.45
NE-119,Madison County,Nebraska,2.64,53,-0.43,3.07
NE-121,Merrick County,Nebraska,2.2,43,-0.89,3.09
NE-123,Morrill County,Nebraska,1.83,77,0.17,1.66
NE-125,Nance County,Nebraska,2.95,68,-0.22,3.17
NE-127,Nemaha County,Nebraska,2.83,49,-1.04,3.87
NE-129,Nuckolls County,Nebraska,2.38,41,-0.76,3.14
NE-131,Otoe County,Nebraska,3,54,-0.8,3.8
NE-133,Pawnee County,Nebraska,2.04,31,-1.87,3.91
NE-135,Perkins County,Nebraska,3.69,118,1.37,2.32
NE-137,Phelps County,Nebraska,3.82,100,0.98,2.84
NE-139,Pierce County,Nebraska,2.63,54,-0.47,3.1
NE-141,Platte County,Nebraska,3.61,81,0.37,3.24
NE-143,Polk County,Nebraska,3.42,74,0.16,3.26
NE-145,Red Willow County,Nebraska,4.34,121,1.79,2.55
NE-147,Richardson County,Nebraska,2.99,54,-0.92,3.91
NE-149,Rock County,Nebraska,3.63,105,0.99,2.64
NE-151,Saline County,Nebraska,4.65,94,1,3.65
NE-153,Sarpy County,Nebraska,3.74,77,-0.01,3.75
NE-155,Saunders County,Nebraska,4.89,98,1.27,3.62
NE-157,Scotts Bluff County,Nebraska,2.06,107,0.68,1.38
NE-159,Seward County,Nebraska,4.56,94,0.94,3.62
NE-161,Sheridan County,Nebraska,0.9,20,-0.96,1.86
NE-163,Sherman County,Nebraska,3.76,96,0.96,2.8
NE-165,Sioux County,Nebraska,1.33,63,-0.1,1.43
NE-167,Stanton County,Nebraska,2.6,52,-0.63,3.23
NE-169,Thayer County,Nebraska,2.05,29,-1.24,3.29
NE-171,Thomas County,Nebraska,1.96,43,-0.78,2.74
NE-173,Thurston County,Nebraska,2.99,58,-0.3,3.29
NE-175,Valley County,Nebraska,3.72,95,0.85,2.87
NE-177,Washington County,Nebraska,4.56,93,0.87,3.69
NE-179,Wayne County,Nebraska,2.45,48,-0.73,3.18
NE-181,Webster County,Nebraska,2.81,67,-0.2,3.01
NE-183,Wheeler County,Nebraska,4.41,110,1.55,2.86
NE-185,York County,Nebraska,3.42,74,0.04,3.38
NV-001,Churchill County,Nevada,0.35,96,0.06,0.29
NV-003,Clark County,Nevada,0.27,32,-0.63,0.9
NV-005,Douglas County,Nevada,1.05,118,0.7,0.35
NV-007,Elko County,Nevada,1.18,115,0.64,0.54
NV-009,Esmeralda County,Nevada,0.38,77,-0.1,0.48
NV-011,Eureka County,Nevada,0.64,90,0.06,0.58
NV-013,Humboldt County,Nevada,0.38,103,0.1,0.28
NV-015,Lander County,Nevada,0.62,97,0.13,0.49
NV-017,Lincoln County,Nevada,1.06,73,-0.04,1.1
NV-019,Lyon County,Nevada,1.15,126,0.84,0.31
NV-021,Mineral County,Nevada,1.22,123,0.85,0.37
NV-023,Nye County,Nevada,0.67,80,-0.06,0.73
NV-027,Pershing County,Nevada,0.37,107,0.1,0.27
NV-029,Storey County,Nevada,0.76,113,0.48,0.28
NV-031,Washoe County,Nevada,0.38,103,0.09,0.29
NV-033,White Pine County,Nevada,1.02,89,0.09,0.93
NV-510,Carson City,Nevada,0.96,121,0.69,0.27
NH-001,Belknap County,New Hampshire,1.01,2,-2.47,3.48
NH-003,Carroll County,New Hampshire,1.08,1,-2.68,3.76
NH-005,Cheshire County,New Hampshire,1.75,10,-2.09,3.84
NH-007,Coos County,New Hampshire,1.13,1,-3.05,4.18
NH-009,Grafton County,New Hampshire,0.94,1,-3.01,3.95
NH-011,Hillsborough County,New Hampshire,1.9,13,-1.66,3.56
NH-013,Merrimack County,New Hampshire,1.31,2,-2.22,3.53
NH-015,Rockingham County,New Hampshire,2.33,34,-0.92,3.25
NH-017,Strafford County,New Hampshire,1.98,17,-1.38,3.36
NH-019,Sullivan County,New Hampshire,1.68,9,-1.99,3.67
NJ-001,Atlantic County,New Jersey,2.69,31,-2.12,4.81
NJ-003,Bergen County,New Jersey,1.73,10,-2.76,4.49
NJ-005,Burlington County,New Jersey,2.56,22,-2.24,4.8
NJ-007,Camden County,New Jersey,2.77,28,-1.93,4.7
NJ-009,Cape May County,New Jersey,2.44,26,-2.22,4.66
NJ-011,Cumberland County,New Jersey,1.81,11,-2.76,4.57
NJ-013,Essex County,New Jersey,1.9,13,-2.7,4.6
NJ-015,Gloucester County,New Jersey,2.32,18,-2.33,4.65
NJ-017,Hudson County,New Jersey,1.94,17,-2.4,4.34
NJ-019,Hunterdon County,New Jersey,1.88,10,-2.85,4.73
NJ-021,Mercer County,New Jersey,1.56,6,-3.22,4.78
NJ-023,Middlesex County,New Jersey,1.54,7,-3.16,4.7
NJ-025,Monmouth County,New Jersey,1.66,9,-3.01,4.67
NJ-027,Morris County,New Jersey,2.32,19,-2.45,4.77
NJ-029,Ocean County,New Jersey,1.98,14,-2.81,4.79
NJ-031,Passaic County,New Jersey,1.86,12,-2.69,4.55
NJ-033,Salem County,New Jersey,1.69,8,-2.8,4.49
NJ-035,Somerset County,New Jersey,1.6,7,-3.21,4.81
NJ-037,Sussex County,New Jersey,3.03,37,-1.33,4.36
NJ-039,Union County,New Jersey,1.91,12,-2.7,4.61
NJ-041,Warren County,New Jersey,2.6,22,-1.88,4.48
NM-001,Bernalillo County,New Mexico,1.64,47,-0.48,2.12
NM-003,Catron County,New Mexico,1.69,14,-1.34,3.03
NM-005,Chaves County,New Mexico,1.68,52,-0.62,2.3
NM-006,Cibola County,New Mexico,1.69,35,-0.76,2.45
NM-007,Colfax County,New Mexico,3.04,80,0.05,2.99
NM-009,Curry County,New Mexico,2.9,75,0.07,2.83
NM-011,De Baca County,New Mexico,2.27,68,-0.23,2.5
NM-013,Dona Ana County,New Mexico,1.26,35,-0.7,1.96
NM-015,Eddy County,New Mexico,0.87,27,-1.15,2.02
NM-017,Grant County,New Mexico,1.77,18,-1.24,3.01
NM-019,Guadalupe County,New Mexico,2.58,75,-0.03,2.61
NM-021,Harding County,New Mexico,4.18,117,1.46,2.72
NM-023,Hidalgo County,New Mexico,1.27,15,-1.34,2.61
NM-025,Lea County,New Mexico,1.38,43,-0.87,2.25
NM-027,Lincoln County,New Mexico,1.61,18,-1.12,2.73
NM-028,Los Alamos County,New Mexico,2.69,56,-0.52,3.21
NM-029,Luna County,New Mexico,1.13,19,-1.01,2.14
NM-031,McKinley County,New Mexico,1.19,24,-0.95,2.14
NM-033,Mora County,New Mexico,3.36,83,0.09,3.28
NM-035,Otero County,New Mexico,1.32,18,-1.13,2.45
NM-037,Quay County,New Mexico,4.14,114,1.36,2.78
NM-039,Rio Arriba County,New Mexico,1.28,20,-1.1,2.38
NM-041,Roosevelt County,New Mexico,2.22,57,-0.38,2.6
NM-043,Sandoval County,New Mexico,1.65,40,-0.67,2.32
NM-045,San Juan County,New Mexico,0.4,10,-1.05,1.45
NM-047,San Miguel County,New Mexico,3.67,104,0.75,2.92
NM-049,Santa Fe County,New Mexico,2.59,79,0.1,2.49
NM-051,Sierra County,New Mexico,1.46,29,-0.98,2.44
NM-053,Socorro County,New Mexico,1.48,26,-0.86,2.34
NM-055,Taos County,New Mexico,1.95,43,-0.64,2.59
NM-057,Torrance County,New Mexico,2.16,53,-0.48,2.64
NM-059,Union County,New Mexico,3.45,102,0.75,2.7
NM-061,Valencia County,New Mexico,1.42,47,-0.49,1.91
NY-001,Albany County,New York,1.98,13,-1.44,3.42
NY-003,Allegany County,New York,2.36,25,-1.08,3.44
NY-005,Bronx County,New York,1.82,16,-2.51,4.33
NY-007,Broome County,New York,2.51,24,-1.18,3.69
NY-009,Cattaraugus County,New York,2.34,12,-1.39,3.73
NY-011,Cayuga County,New York,3.18,63,-0.11,3.29
NY-013,Chautauqua County,New York,2.58,26,-1.14,3.72
NY-015,Chemung County,New York,2.81,51,-0.58,3.39
NY-017,Chenango County,New York,3.13,41,-0.61,3.74
NY-019,Clinton County,New York,2.01,15,-1.41,3.42
NY-021,Columbia County,New York,2.53,21,-1.48,4.01
NY-023,Cortland County,New York,2.92,37,-0.86,3.78
NY-025,Delaware County,New York,3.44,45,-0.58,4.02
NY-027,Dutchess County,New York,2.48,25,-1.68,4.16
NY-029,Erie County,New York,2.62,33,-0.81,3.43
NY-031,Essex County,New York,2.2,16,-1.67,3.87
NY-033,Franklin County,New York,2.3,17,-1.53,3.83
NY-035,Fulton County,New York,1.98,5,-1.98,3.96
NY-037,Genesee County,New York,2.21,28,-0.98,3.19
NY-039,Greene County,New York,3.02,43,-0.71,3.73
NY-041,Hamilton County,New York,2.29,13,-1.87,4.16
NY-043,Herkimer County,New York,1.94,5,-2.21,4.15
NY-045,Jefferson County,New York,3.1,56,-0.18,3.28
NY-047,Kings County,New York,1.93,16,-2.38,4.31
NY-049,Lewis County,New York,2.19,19,-1.63,3.82
NY-051,Livingston County,New York,1.95,16,-1.12,3.07
NY-053,Madison County,New York,3.17,46,-0.56,3.73
NY-055,Monroe County,New York,2.11,29,-0.75,2.86
NY-057,Montgomery County,New York,2.06,9,-1.44,3.5
NY-059,Nassau County,New York,1.74,15,-2.43,4.17
NY-061,New York County,New York,1.85,16,-2.45,4.3
NY-063,Niagara County,New York,1.99,30,-1.02,3.01
NY-065,Oneida County,New York,1.92,5,-1.94,3.86
NY-067,Onondaga County,New York,3.05,54,-0.3,3.35
NY-069,Ontario County,New York,2.46,50,-0.53,2.99
NY-071,Orange County,New York,1.76,6,-2.44,4.2
NY-073,Orleans County,New York,1.83,20,-1.15,2.98
NY-075,Oswego County,New York,2.49,31,-0.97,3.46
NY-077,Otsego County,New York,2.95,34,-0.86,3.81
NY-079,Putnam County,New York,2.08,12,-2.34,4.42
NY-081,Queens County,New York,1.82,17,-2.4,4.22
NY-083,Rensselaer County,New York,1.41,2,-2.55,3.96
NY-085,Richmond County,New York,1.92,14,-2.59,4.51
NY-087,Rockland County,New York,1.94,12,-2.56,4.5
NY-089,St. Lawrence County,New York,1.97,16,-1.67,3.64
NY-091,Saratoga County,New York,1.57,4,-2.06,3.63
NY-093,Schenectady County,New York,1.62,4,-1.76,3.38
NY-095,Schoharie County,New York,2.91,44,-0.63,3.54
NY-097,Schuyler County,New York,2.44,30,-0.91,3.35
NY-099,Seneca County,New York,2.74,54,-0.4,3.14
NY-101,Steuben County,New York,2.48,35,-0.88,3.36
NY-103,Suffolk County,New York,1.4,11,-2.59,3.99
NY-105,Sullivan County,New York,2.75,20,-1.57,4.32
NY-107,Tioga County,New York,2.6,33,-0.89,3.49
NY-109,Tompkins County,New York,2.55,34,-0.93,3.48
NY-111,Ulster County,New York,2.37,14,-1.89,4.26
NY-113,Warren County,New York,2.2,19,-1.5,3.7
NY-115,Washington County,New York,1.49,4,-2.14,3.63
NY-117,Wayne County,New York,3.17,71,0.15,3.02
NY-119,Westchester County,New York,2.16,18,-2.31,4.47
NY-121,Wyoming County,New York,2.16,15,-1.22,3.38
NY-123,Yates County,New York,1.79,15,-1.3,3.09
NC-001,Alamance County,North Carolina,4.33,75,-0.4,4.73
NC-003,Alexander County,North Carolina,6.37,103,1.59,4.78
NC-005,Alleghany County,North Carolina,4.94,71,-0.21,5.15
NC-007,Anson County,North Carolina,4.44,70,-0.48,4.92
NC-009,Ashe County,North Carolina,5.04,76,-0.02,5.06
NC-011,Avery County,North Carolina,5.38,70,-0.02,5.4
NC-013,Beaufort County,North Carolina,6.41,78,0.23,6.18
NC-015,Bertie County,North Carolina,4.53,54,-0.85,5.38
NC-017,Bladen County,North Carolina,4.8,49,-0.74,5.54
NC-019,Brunswick County,North Carolina,9.11,114,2.83,6.28
NC-021,Buncombe County,North Carolina,5.06,81,0.17,4.89
NC-023,Burke County,North Carolina,5.29,80,0.1,5.19
NC-025,Cabarrus County,North Carolina,6.21,103,1.58,4.63
NC-027,Caldwell County,North Carolina,5.57,80,0.12,5.45
NC-029,Camden County,North Carolina,3.41,25,-2.21,5.62
NC-031,Carteret County,North Carolina,7.65,83,0.78,6.87
NC-033,Caswell County,North Carolina,2.98,44,-1.37,4.35
NC-035,Catawba County,North Carolina,6.82,107,2.06,4.76
NC-037,Chatham County,North Carolina,6.16,98,1.29,4.87
NC-039,Cherokee County,North Carolina,5.45,87,0.47,4.98
NC-041,Chowan County,North Carolina,4.32,44,-1.24,5.56
NC-043,Clay County,North Carolina,6.12,93,1.1,5.02
NC-045,Cleveland County,North Carolina,6.92,108,1.99,4.93
NC-047,Columbus County,North Carolina,7.6,106,1.84,5.76
NC-049,Craven County,North Carolina,7.4,87,0.93,6.47
NC-051,Cumberland County,North Carolina,4.77,60,-0.71,5.48
NC-053,Currituck County,North Carolina,3.53,26,-2.06,5.59
NC-055,Dare County,North Carolina,4.8,53,-0.98,5.78
NC-057,Davidson County,North Carolina,3.1,42,-1.46,4.56
NC-059,Davie County,North Carolina,3.45,55,-0.97,4.42
NC-061,Duplin County,North Carolina,5.82,72,-0.04,5.86
NC-063,Durham County,North Carolina,6.71,111,2.06,4.65
NC-065,Edgecombe County,North Carolina,3.5,33,-1.82,5.32
NC-067,Forsyth County,North Carolina,3.4,51,-0.98,4.38
NC-069,Franklin County,North Carolina,5.43,90,0.58,4.85
NC-071,Gaston County,North Carolina,7.65,116,3,4.65
NC-073,Gates County,North Carolina,3.63,36,-1.86,5.49
NC-075,Graham County,North Carolina,6.34,101,1.29,5.05
NC-077,Granville County,North Carolina,5.9,98,1.17,4.73
NC-079,Greene County,North Carolina,4.71,57,-0.76,5.47
NC-081,Guilford County,North Carolina,3.04,40,-1.5,4.54
NC-083,Halifax County,North Carolina,3.42,37,-1.56,4.98
NC-085,Harnett County,North Carolina,6.54,102,1.35,5.19
NC-087,Haywood County,North Carolina,5.66,88,0.47,5.19
NC-089,Henderson County,North Carolina,7.49,103,1.67,5.82
NC-091,Hertford County,North Carolina,4.11,52,-1.23,5.34
NC-093,Hoke County,North Carolina,3.92,44,-1.4,5.32
NC-095,Hyde County,North Carolina,6.12,70,-0.07,6.19
NC-097,Iredell County,North Carolina,5.65,99,0.99,4.66
NC-099,Jackson County,North Carolina,6.56,99,1.28,5.28
NC-101,Johnston County,North Carolina,6.88,103,1.74,5.14
NC-103,Jones County,North Carolina,7.12,84,0.79,6.33
NC-105,Lee County,North Carolina,6.53,101,1.6,4.93
NC-107,Lenoir County,North Carolina,5.53,66,-0.2,5.73
NC-109,Lincoln County,North Carolina,6.93,113,2.22,4.71
NC-111,McDowell County,North Carolina,6.02,79,0.11,5.91
NC-113,Macon County,North Carolina,7.35,107,2.19,5.16
NC-115,Madison County,North Carolina,4.3,73,-0.05,4.35
NC-117,Martin County,North Carolina,4.54,51,-1.04,5.58
NC-119,Mecklenburg County,North Carolina,7.35,117,2.81,4.54
NC-121,Mitchell County,North Carolina,4.81,69,-0.13,4.94
NC-123,Montgomery County,North Carolina,5.04,83,0.17,4.87
NC-125,Moore County,North Carolina,4.32,62,-0.89,5.21
NC-127,Nash County,North Carolina,4.2,54,-1.04,5.24
NC-129,New Hanover County,North Carolina,6.22,61,-0.26,6.48
NC-131,Northampton County,North Carolina,3.56,40,-1.42,4.98
NC-133,Onslow County,North Carolina,7.02,81,0.45,6.57
NC-135,Orange County,North Carolina,5.38,92,0.78,4.6
NC-137,Pamlico County,North Carolina,8.37,98,1.68,6.69
NC-139,Pasquotank County,North Carolina,3.53,29,-2.13,5.66
NC-141,Pender County,North Carolina,5.89,62,-0.39,6.28
NC-143,Perquimans County,North Carolina,3.95,38,-1.68,5.63
NC-145,Person County,North Carolina,4.53,79,0.02,4.51
NC-147,Pitt County,North Carolina,4.87,62,-0.77,5.64
NC-149,Polk County,North Carolina,7.31,100,1.47,5.84
NC-151,Randolph County,North Carolina,3.42,49,-1.46,4.88
NC-153,Richmond County,North Carolina,3.9,53,-1.22,5.12
NC-155,Robeson County,North Carolina,4.28,46,-0.88,5.16
NC-157,Rockingham County,North Carolina,2.59,32,-1.69,4.28
NC-159,Rowan County,North Carolina,4.61,80,-0.08,4.69
NC-161,Rutherford County,North Carolina,6.64,102,1.41,5.23
NC-163,Sampson County,North Carolina,5.52,76,-0.01,5.53
NC-165,Scotland County,North Carolina,3.54,38,-1.64,5.18
NC-167,Stanly County,North Carolina,5.58,92,0.87,4.71
NC-169,Stokes County,North Carolina,3.83,66,-0.67,4.5
NC-171,Surry County,North Carolina,4.85,79,-0.01,4.86
NC-173,Swain County,North Carolina,6.2,91,0.78,5.42
NC-175,Transylvania County,North Carolina,8.52,97,1.86,6.66
NC-177,Tyrrell County,North Carolina,5.27,57,-0.63,5.9
NC-179,Union County,North Carolina,5.31,94,0.69,4.62
NC-181,Vance County,North Carolina,5.43,88,0.66,4.77
NC-183,Wake County,North Carolina,7.67,115,2.77,4.91
NC-185,Warren County,North Carolina,4.57,74,-0.19,4.76
NC-187,Washington County,North Carolina,6,74,0.18,5.82
NC-189,Watauga County,North Carolina,5.37,76,0.04,5.33
NC-191,Wayne County,North Carolina,5.56,79,0.25,5.31
NC-193,Wilkes County,North Carolina,5.43,79,0.13,5.3
NC-195,Wilson County,North Carolina,4.2,51,-1.12,5.32
NC-197,Yadkin County,North Carolina,4.59,80,0.07,4.52
NC-199,Yancey County,North Carolina,4.6,67,-0.54,5.14
ND-001,Adams County,North Dakota,1.99,82,0.29,1.7
ND-003,Barnes County,North Dakota,3.44,103,1,2.44
ND-005,Benson County,North Dakota,2.22,69,-0.13,2.35
ND-007,Billings County,North Dakota,0.95,34,-0.71,1.66
ND-009,Bottineau County,North Dakota,1.71,53,-0.5,2.21
ND-011,Bowman County,North Dakota,1.84,91,0.31,1.53
ND-013,Burke County,North Dakota,1.31,41,-0.63,1.94
ND-015,Burleigh County,North Dakota,1.56,52,-0.46,2.02
ND-017,Cass County,North Dakota,2.97,85,0.43,2.54
ND-019,Cavalier County,North Dakota,1.26,16,-1.32,2.58
ND-021,Dickey County,North Dakota,3.75,110,1.39,2.36
ND-023,Divide County,North Dakota,1.05,37,-0.78,1.83
ND-025,Dunn County,North Dakota,1.54,62,-0.33,1.87
ND-027,Eddy County,North Dakota,3.28,103,0.9,2.38
ND-029,Emmons County,North Dakota,1.62,51,-0.45,2.07
ND-031,Foster County,North Dakota,3.4,110,0.99,2.41
ND-033,Golden Valley County,North Dakota,0.99,43,-0.52,1.51
ND-035,Grand Forks County,North Dakota,1.26,17,-1.29,2.55
ND-037,Grant County,North Dakota,1.9,71,0.07,1.83
ND-039,Griggs County,North Dakota,2.76,79,0.26,2.5
ND-041,Hettinger County,North Dakota,1.87,77,0.11,1.76
ND-043,Kidder County,North Dakota,1.89,63,-0.31,2.2
ND-045,LaMoure County,North Dakota,3.69,109,1.39,2.3
ND-047,Logan County,North Dakota,2.33,82,0.15,2.18
ND-049,McHenry County,North Dakota,1.6,56,-0.46,2.06
ND-051,McIntosh County,North Dakota,2.59,85,0.38,2.21
ND-053,McKenzie County,North Dakota,1.18,49,-0.49,1.67
ND-055,McLean County,North Dakota,1.78,73,-0.17,1.95
ND-057,Mercer County,North Dakota,1.74,75,-0.16,1.9
ND-059,Morton County,North Dakota,1.66,63,-0.25,1.91
ND-061,Mountrail County,North Dakota,1.45,49,-0.47,1.92
ND-063,Nelson County,North Dakota,1.66,37,-0.86,2.52
ND-065,Oliver County,North Dakota,1.67,66,-0.27,1.94
ND-067,Pembina County,North Dakota,1.26,23,-1.23,2.49
ND-069,Pierce County,North Dakota,1.8,53,-0.44,2.24
ND-071,Ramsey County,North Dakota,1.38,23,-1.04,2.42
ND-073,Ransom County,North Dakota,3.78,103,1.17,2.61
ND-075,Renville County,North Dakota,1.41,47,-0.55,1.96
ND-077,Richland County,North Dakota,4.23,115,1.62,2.61
ND-079,Rolette County,North Dakota,2.16,62,-0.32,2.48
ND-081,Sargent County,North Dakota,4.4,115,1.86,2.54
ND-083,Sheridan County,North Dakota,1.8,61,-0.28,2.08
ND-085,Sioux County,North Dakota,1.72,61,-0.19,1.91
ND-087,Slope County,North Dakota,1.29,57,-0.26,1.55
ND-089,Stark County,North Dakota,1.59,59,-0.19,1.78
ND-091,Steele County,North Dakota,1.86,40,-0.67,2.53
ND-093,Stutsman County,North Dakota,3.34,110,0.96,2.38
ND-095,Towner County,North Dakota,1.94,55,-0.54,2.48
ND-097,Traill County,North Dakota,1.69,36,-0.98,2.67
ND-099,Walsh County,North Dakota,1.17,18,-1.27,2.44
ND-101,Ward County,North Dakota,1.49,56,-0.46,1.95
ND-103,Wells County,North Dakota,2.47,89,0.24,2.23
ND-105,Williams County,North Dakota,1.09,46,-0.58,1.67
OH-001,Adams County,Ohio,0.36,1,-3.52,3.88
OH-003,Allen County,Ohio,0.84,1,-2.24,3.08
OH-005,Ashland County,Ohio,1.42,6,-2.09,3.51
OH-007,Ashtabula County,Ohio,2.13,19,-1.46,3.59
OH-009,Athens County,Ohio,0.68,1,-3.07,3.75
OH-011,Auglaize County,Ohio,0.92,5,-2.28,3.2
OH-013,Belmont County,Ohio,0.61,1,-3.22,3.83
OH-015,Brown County,Ohio,0.8,1,-3.12,3.92
OH-017,Butler County,Ohio,1.52,10,-1.91,3.43
OH-019,Carroll County,Ohio,0.53,1,-3.11,3.64
OH-021,Champaign County,Ohio,1.46,11,-1.86,3.32
OH-023,Clark County,Ohio,1.31,11,-2.09,3.4
OH-025,Clermont County,Ohio,1.4,3,-2.4,3.8
OH-027,Clinton County,Ohio,0.87,1,-2.82,3.69
OH-029,Columbiana County,Ohio,0.72,1,-2.74,3.46
OH-031,Coshocton County,Ohio,0.62,2,-2.96,3.58
OH-033,Crawford County,Ohio,2.07,18,-1.3,3.37
OH-035,Cuyahoga County,Ohio,1.68,13,-1.73,3.41
OH-037,Darke County,Ohio,1.47,10,-1.8,3.27
OH-039,Defiance County,Ohio,0.86,2,-2.13,2.99
OH-041,Delaware County,Ohio,0.77,2,-2.62,3.39
OH-043,Erie County,Ohio,1.12,6,-2.2,3.32
OH-045,Fairfield County,Ohio,0.5,1,-3.16,3.66
OH-047,Fayette County,Ohio,0.52,1,-2.92,3.44
OH-049,Franklin County,Ohio,0.59,2,-2.93,3.52
OH-051,Fulton County,Ohio,1.03,6,-1.95,2.98
OH-053,Gallia County,Ohio,0.42,1,-3.36,3.78
OH-055,Geauga County,Ohio,1.99,17,-1.53,3.52
OH-057,Greene County,Ohio,1.22,5,-2.29,3.51
